"","ESTU_GENERO","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_CUARTOSHOGAR","FAMI_TIENEINTERNET","FAMI_NUMLIBROS","ESTU_DEDICACIONINTERNET","ESTU_DEDICACIONLECTURADIARIA","COLE_NATURALEZA","COLE_GENERO","COLE_AREA_UBICACION","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_INGLES","PUNT_GLOBAL"
"620","F","Estrato 3",NA,"Dos","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",62,59,58,58,290
"621","M","Estrato 3","3 a 4","Tres","Si","0 A 10 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",59,60,59,60,302
"622","F","Estrato 3","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",50,54,54,53,257
"623","M","Estrato 3","3 a 4","Dos","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",56,63,67,70,296
"624","M","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",57,53,49,62,260
"625","F","Estrato 3","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",51,60,59,57,272
"626","M","Estrato 3","5 a 6","Seis o mas","Si","26 A 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",68,68,67,66,335
"627","F","Estrato 3","3 a 4","Tres","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",36,41,39,36,197
"628","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",55,68,68,71,318
"629","F","Estrato 3","5 a 6","Tres","Si","26 A 100 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",66,59,62,77,316
"630","M","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",59,59,50,37,265
"631","M","Estrato 3","3 a 4","Tres","Si","0 A 10 LIBROS","No Navega Internet","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",53,44,40,57,227
"632","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",64,53,61,70,298
"633","M","Estrato 3","5 a 6","Seis o mas","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",58,73,70,61,319
"634","M","Estrato 3","3 a 4","Uno","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",69,67,65,54,320
"635","F","Estrato 3","1 a 2","Dos","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",62,65,66,76,319
"636","M","Estrato 3","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MASCULINO","URBANO",78,100,100,75,430
"637","F","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",57,39,45,56,245
"638","F","Estrato 3","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",73,57,58,66,298
"639","M","Estrato 3","5 a 6","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",78,59,69,77,340
"640","F","Estrato 3","3 a 4","Dos","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",51,47,51,47,253
"641","M","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",49,69,67,39,283
"642","M","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas",NA,"NO OFICIAL","MIXTO","URBANO",68,75,74,67,352
"643","F","Estrato 3","1 a 2","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",80,79,78,100,393
"644","M","Estrato 3","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",69,60,71,71,335
"645","F","Estrato 3","3 a 4","Dos","Si","26 A 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",60,55,57,54,282
"646","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","30 minutos o menos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",65,61,62,64,305
"647","M","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,59,64,70,322
"648","F","Estrato 3","1 a 2","Tres","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",58,67,62,75,323
"649","M","Estrato 3","3 a 4","Cuatro","Si","0 A 10 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",65,53,61,71,302
"650","F","Estrato 3","1 a 2","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",55,41,43,45,228
"651","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",70,46,62,58,305
"652","M","Estrato 3","3 a 4","Uno","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",45,46,40,40,206
"653","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",58,51,47,61,260
"654","M","Estrato 3","3 a 4","Cuatro","Si","0 A 10 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",40,40,42,33,205
"655","F","Estrato 3","5 a 6","Cinco","No","26 A 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","FEMENINO","URBANO",67,44,49,62,279
"656","F","Estrato 3","3 a 4","Dos","No","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",47,41,41,38,215
"657","M","Estrato 3","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",75,80,73,83,386
"658","M","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",61,69,55,69,301
"659","M","Estrato 3","5 a 6","Tres","Si","11 A 25 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",63,58,59,65,297
"660","F","Estrato 3","1 a 2","Dos","No","0 A 10 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",58,54,57,53,277
"661","F","Estrato 3",NA,NA,NA,"11 A 25 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",67,69,58,55,314
"662","M","Estrato 3","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",59,68,65,74,323
"663","F","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",66,46,58,69,278
"664","F","Estrato 3","5 a 6","Dos","No","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",71,71,61,84,339
"665","F","Estrato 3","5 a 6","Tres","Si","26 A 100 LIBROS","30 minutos o menos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",64,50,52,56,268
"666","F","Estrato 3","1 a 2","Dos","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",71,75,64,67,347
"667","M","Estrato 3","9 o más","Seis o mas","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",55,55,50,50,242
"668","M","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",72,70,64,75,352
"669","M","Estrato 3","1 a 2","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas",NA,"NO OFICIAL","MIXTO","URBANO",53,56,61,65,288
"670","M","Estrato 3","1 a 2","Dos","Si","0 A 10 LIBROS","No Navega Internet","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",46,55,64,66,256
"671","F","Estrato 3","1 a 2","Dos","Si","26 A 100 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",66,75,74,73,356
"672","M","Estrato 3","5 a 6","Cuatro","Si","0 A 10 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",65,47,40,45,246
"673","M","Estrato 3","5 a 6","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",54,58,50,66,279
"674","M","Estrato 3","3 a 4","Tres","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",58,58,56,54,271
"675","F","Estrato 3","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",55,47,59,69,284
"676","F","Estrato 3","5 a 6","Cuatro","Si","26 A 100 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",63,70,69,66,337
"677","M","Estrato 3","5 a 6","Cuatro","Si","11 A 25 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",59,60,59,52,297
"678","F","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",56,60,59,70,291
"679","M","Estrato 3","1 a 2","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MASCULINO","URBANO",67,75,64,60,332
"680","F","Estrato 3","3 a 4","Dos","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",61,46,47,79,272
"681","F","Estrato 3","5 a 6","Cuatro","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",55,57,52,65,282
"682","F","Estrato 3","5 a 6","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",54,57,52,55,269
"683","M","Estrato 3","3 a 4","Uno","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",54,38,38,55,218
"684","F","Estrato 3","3 a 4","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,57,54,56,281
"685","F","Estrato 3","1 a 2","Dos","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",68,63,67,70,329
"686","M","Estrato 3","3 a 4","Cinco","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",66,62,63,56,311
"687","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",68,65,59,57,314
"688","M","Estrato 3","5 a 6","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",62,37,52,73,268
"689","M","Estrato 3","7 a 8","Cinco","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",60,69,64,75,306
"690","M","Estrato 3","3 a 4","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",58,46,47,48,255
"691","M","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",68,64,64,84,330
"692","M","Estrato 3","5 a 6","Cinco","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",69,67,70,66,330
"693","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","URBANO",66,57,61,68,305
"694","F","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",67,64,63,86,339
"695","F","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","URBANO",62,62,62,63,312
"696","M","Estrato 3","3 a 4","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",45,52,53,61,254
"697","M","Estrato 3","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",81,75,71,89,388
"698","F","Estrato 3","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",66,76,65,75,345
"699","M","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",56,61,58,61,303
"700","M","Estrato 3","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,67,60,41,298
"701","F","Estrato 3","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",54,53,49,55,258
"702","M","Estrato 3","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",73,76,75,76,365
"703","F","Estrato 3","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Más de 2 horas","NO OFICIAL","FEMENINO","URBANO",61,59,64,56,311
"704","F","Estrato 3","3 a 4","Uno","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",73,73,74,88,381
"705","F","Estrato 3","3 a 4","Tres","Si","0 A 10 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",59,59,52,52,281
"706","M","Estrato 3","3 a 4","Dos","Si","26 A 100 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",58,46,55,53,256
"707","M","Estrato 3","3 a 4","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",65,65,62,68,318
"708","M","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",62,53,64,64,306
"709","M","Estrato 3","5 a 6","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",59,38,44,66,254
"710","F","Estrato 3","5 a 6","Cuatro","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",54,57,61,56,293
"711","M","Estrato 3","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","RURAL",67,69,71,69,345
"712","M","Estrato 3","3 a 4","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",74,68,72,69,361
"713","M","Estrato 3","5 a 6","Tres","Si","0 A 10 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",75,65,72,73,358
"714","M","Estrato 3","1 a 2","Dos","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",64,63,65,64,326
"715","M","Estrato 3","9 o más","Cinco","Si","26 A 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",59,62,64,50,310
"716","M","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",75,84,77,67,380
"717","M","Estrato 3","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",60,65,55,63,303
"718","F","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",63,65,56,49,297
"719","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",70,73,64,66,337
"720","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",55,40,54,54,246
"721","F","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",68,64,61,61,311
"722","F","Estrato 3","1 a 2","Dos","Si","0 A 10 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",73,69,68,80,362
"723","M","Estrato 3","1 a 2","Dos","Si","0 A 10 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",44,42,39,38,202
"724","F","Estrato 3","5 a 6","Seis o mas","Si","0 A 10 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",49,41,38,39,209
"725","M","Estrato 3","3 a 4","Dos","Si","26 A 100 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",73,60,63,60,318
"726","M","Estrato 3","5 a 6","Tres","Si","0 A 10 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",64,64,64,75,324
"727","F","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",56,39,44,57,233
"728","F","Estrato 3","3 a 4","Dos","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",67,61,59,60,309
"729","F","Estrato 3","5 a 6","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",52,42,51,62,250
"730","M","Estrato 3","5 a 6","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",56,66,63,47,300
"731","M","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MASCULINO","URBANO",69,79,65,73,344
"732","M","Estrato 3","7 a 8","Cinco","Si","0 A 10 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",55,61,51,46,269
"733","F","Estrato 3","3 a 4","Cinco","Si","0 A 10 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",54,61,60,55,289
"734","M","Estrato 3","3 a 4","Dos","Si","0 A 10 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",61,55,53,63,283
"735","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",67,67,57,64,306
"736","M","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",62,66,54,59,297
"737","M","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",58,53,61,60,280
"738","M","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",59,54,62,72,295
"739","M","Estrato 3","3 a 4","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",65,60,66,57,309
"740","M","Estrato 3","5 a 6","Dos","Si","0 A 10 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",45,28,35,51,188
"741","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",60,40,51,51,261
"742","M","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",63,64,68,67,315
"743","F","Estrato 3","5 a 6","Seis o mas","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",75,77,76,88,381
"744","M","Estrato 3","5 a 6","Cuatro","Si","0 A 10 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",58,50,51,40,248
"745","F","Estrato 3","3 a 4","Cuatro","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",42,44,43,51,218
"746","F","Estrato 3","5 a 6","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",75,76,71,87,373
"747","M","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",68,54,53,40,292
"748","F","Estrato 3","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","URBANO",58,45,49,64,265
"749","M","Estrato 3","7 a 8","Seis o mas","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",80,75,74,74,377
"750","F","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",69,61,62,78,333
"751","F","Estrato 3","7 a 8","Seis o mas","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",58,62,61,64,291
"752","F","Estrato 3","5 a 6","Cinco","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",52,63,64,63,291
"753","F","Estrato 3","1 a 2","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",53,45,47,61,251
"754","M","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",54,67,71,73,311
"755","M","Estrato 3","3 a 4","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",36,42,43,43,198
"756","F","Estrato 3","5 a 6","Seis o mas","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",59,46,53,50,259
"757","F","Estrato 3","3 a 4","Dos","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",61,62,64,64,298
"758","M","Estrato 3","1 a 2","Uno","Si","0 A 10 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",54,56,58,51,288
"759","F","Estrato 3","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",46,40,48,45,209
"760","F","Estrato 3","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",75,69,65,65,343
"761","F","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","30 minutos o menos","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",57,52,50,53,272
"762","F","Estrato 3","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",70,60,60,60,315
"763","F","Estrato 3","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",69,62,68,74,334
"764","M","Estrato 3","3 a 4","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",53,59,53,61,260
"765","F","Estrato 3","3 a 4","Dos","Si","0 A 10 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,55,51,55,270
"766","F","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",69,84,70,72,369
"767","M","Estrato 3","1 a 2","Dos","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",69,74,68,80,356
"768","F","Estrato 3","5 a 6","Cuatro","Si","0 A 10 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",57,56,55,66,283
"769","M","Estrato 3","3 a 4","Dos","No","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",63,58,51,51,290
"770","F","Estrato 3","5 a 6","Tres","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",58,60,54,55,283
"771","M","Estrato 3","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",65,67,67,74,348
